File,Lines,Directives,Continuations,Indented,fypp,Includes,Defines,"Define M()",Undefs,Ifdefs,Ifndefs,Ifs,Elifs,Elses,Endifs,#,##,Hollerith,Errors,Warnings,Uncategorized
2decomp_fft/examples/halo_test/halo_test.f90,411,93,0,0,0,0,0,0,0,31,0,0,0,31,31,0,0,0,0
2decomp_fft/examples/io_test/io_read.f90,82,6,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2decomp_fft/examples/io_test/io_test.f90,131,6,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2decomp_fft/examples/io_test/io_var_test.f90,275,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2decomp_fft/examples/non_blocking/blocking.f90,210,21,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,0
2decomp_fft/examples/non_blocking/non_blocking.f90,313,30,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
2decomp_fft/src/acml_plan.f90,213,30,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
2decomp_fft/src/decomp_2d.f90,1240,30,0,0,0,7,0,0,0,11,0,0,0,1,11,0,0,0,0
2decomp_fft/src/fft_acml.f90,688,120,0,0,0,2,0,0,0,34,8,8,0,34,42,0,0,0,0
2decomp_fft/src/fft_common_3d.f90,253,43,0,0,0,0,0,0,0,13,2,2,0,13,15,0,0,0,0
2decomp_fft/src/fft_cufft.f90,529,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2decomp_fft/src/fft_essl.f90,729,35,0,0,0,2,0,0,0,11,0,0,0,11,11,0,0,0,0
2decomp_fft/src/fft_ffte.f90,417,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2decomp_fft/src/fft_fftpack5.f90,785,127,0,0,0,1,0,0,0,42,0,0,0,42,42,0,0,0,0
2decomp_fft/src/fft_fftw3.f90,724,93,0,0,0,1,0,0,0,28,4,4,0,28,32,0,0,0,0
2decomp_fft/src/fft_fftw3_f03.f90,968,92,0,0,0,0,0,0,0,28,4,4,0,28,32,0,0,0,0
2decomp_fft/src/fft_generic.f90,303,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2decomp_fft/src/fft_mkl.f90,583,16,0,0,0,1,0,0,0,5,0,0,0,5,5,0,0,0,0
2decomp_fft/src/halo.f90,115,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2decomp_fft/src/halo_common.f90,425,18,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0
2decomp_fft/src/io.f90,562,14,0,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0
2decomp_fft/src/io_write_one.f90,82,7,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0
2decomp_fft/src/transpose_x_to_y.f90,509,62,0,0,0,0,0,0,0,22,0,0,0,18,22,0,0,0,0
2decomp_fft/src/transpose_y_to_x.f90,509,62,0,0,0,0,0,0,0,22,0,0,0,18,22,0,0,0,0
2decomp_fft/src/transpose_y_to_z.f90,519,68,0,0,0,0,0,0,0,24,0,0,0,20,24,0,0,0,0
2decomp_fft/src/transpose_z_to_y.f90,519,68,0,0,0,0,0,0,0,24,0,0,0,20,24,0,0,0,0
CFL3D/docs/Cfl3dv6/overflow_to_cfl3d.F,2176,14,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,51,0
CFL3D/source/cfl3d/dist/ae_corr.F,224,24,0,0,0,1,4,0,0,4,0,4,0,3,8,0,0,0,0
CFL3D/source/cfl3d/dist/bc_blkint.F,1064,27,0,0,0,2,4,0,0,7,0,2,0,3,9,0,0,0,0
CFL3D/source/cfl3d/dist/bc_embed.F,847,24,0,0,0,1,4,0,0,6,0,2,0,3,8,0,0,0,0
CFL3D/source/cfl3d/dist/bc_patch.F,740,27,0,0,0,2,4,0,0,7,0,2,0,3,9,0,0,0,0
CFL3D/source/cfl3d/dist/bc_period.F,975,27,0,0,0,2,4,0,0,7,0,2,0,3,9,0,0,0,0
CFL3D/source/cfl3d/dist/calyplus.F,1536,84,0,0,0,1,4,0,0,4,0,34,0,3,38,0,0,15,0
